rxnid,Reactant1,Reactant2,Product,Additive,Solvent,Yield
train104,OC[C@H]1CCCN1,CC(C)n1cnc2c(NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nc(I)nc21,CC(C)n1cnc2c(NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nc(N3CCC[C@@H]3CO)nc21,CCCN(CCC)CCC,CC(=O)N(C)C,0.79
train105,O=C1NC[C@H](CN2C(=O)c3ccccc3C2=O)O1,O=Cc1ccc(Br)cc1F,O=Cc1ccc(N2C[C@H](CN3C(=O)c4ccccc4C3=O)OC2=O)cc1F,O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.77
train106,O=C1NC[C@H](CN2C(=O)c3ccccc3C2=O)O1,O=Cc1ccc(Br)cc1F,O=Cc1ccc(N2C[C@H](CN3C(=O)c4ccccc4C3=O)OC2=O)cc1F,O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.77
train107,c1ccc(CNCc2ccccc2)cc1,CC(C)n1cnc2c(Cl)nc(I)nc21,CC(C)n1cnc2c(N(Cc3ccccc3)Cc3ccccc3)nc(I)nc21,CCN(CC)CC,CCO,0.78
train108,C1CNCCN1,Fc1ccc(Br)cc1,Fc1ccc(N2CCNCC2)cc1,O=C([O-])[O-].[Cs+].[Cs+].[Cu+].[Cu+].[O-2],CC#N.O,0.71
train109,C1CNCCN1,Fc1ccc(Cn2c(Cl)nc3ccccc32)cc1,Fc1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1,CCN(CC)CC,CC(C)(C)O,0.87
train110,C1CSCCN1,O=[N+]([O-])c1ccc(F)c(Cl)c1,O=[N+]([O-])c1ccc(N2CCSCC2)c(Cl)c1,CCN(CC)CC,CC#N,0.85
train111,c1ccc(N2CCNCC2)cc1,Clc1ncc(Br)cn1,Brc1cnc(N2CCN(c3ccccc3)CC2)nc1,CCN(C(C)C)C(C)C,CC(C)O,0.95
train112,Brc1ccc2[nH]ccc2c1,Fc1ccc(I)cc1,Fc1ccc(-n2ccc3cc(Br)ccc32)cc1,CSCC[C@H](N)C(=O)O.O=C([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+],CN(C)C=O,0.85
train113,Brc1ccc2[nH]ccc2c1,Fc1ccc(I)cc1,Fc1ccc(-n2ccc3cc(Br)ccc32)cc1,O=C([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[O-2].[Zn+2],CN1CCCC1=O,0.55
train114,Brc1ccc2[nH]ccc2c1,Fc1ccc(I)cc1,Fc1ccc(-n2ccc3cc(Br)ccc32)cc1,CN[C@@H]1CCCC[C@H]1NC.O=P([O-])([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[K+],C1COCCO1.ClCCl,0.35
train115,CCOCCNCCOCC,Fc1ccc(-c2c(-c3ccncc3)sc3ncnc(Cl)c23)cc1,CCOCCN(CCOCC)c1ncnc2sc(-c3ccncc3)c(-c3ccc(F)cc3)c12,CCN(CC)CC,ClCCl,0.8
train116,C1COCCN1,Clc1ccc(I)cc1,Clc1ccc(N2CCOCC2)cc1,O=C(O)[C@@H]1CCCN1.[Cu+2].[I-].[I-],CS(C)=O,0.86
train117,c1ccc(N2CCNCC2)cc1,Clc1nc(-c2cccs2)nc2ccc(Br)cc12,Brc1ccc2nc(-c3cccs3)nc(N3CCN(c4ccccc4)CC3)c2c1,O=C([O-])[O-].[K+].[K+],Cc1ccccc1,0.78
train118,CC(C)(C)OC(=O)N1CCNCC1,Clc1cccc(Br)c1Cl,CC(C)(C)OC(=O)N1CCN(c2cccc(Cl)c2Cl)CC1,O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,CN1CCCC1=O.CN1CCCC1=O,0.8
train119,CCOC(=O)C1CCNCC1,FC(F)(F)c1ccc(Br)cc1,CCOC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.COC(C)OC.[Br-].[Br-].[Br-].[Li+].[Ni+2],CC(=O)N(C)C.COCCOC,0.76
train120,CCOC(=O)C1CCNCC1,FC(F)(F)c1ccc(Br)cc1,CCOC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,CC(C)(C)[O-].O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.68
train121,CCOC(=O)C1CCNCC1,FC(F)(F)c1ccc(Br)cc1,CCOC(=O)C1CCN(c2ccc(C(F)(F)F)cc2)CC1,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1.CCOC(C)=O,0.66
train122,COc1ccc(S(=O)(=O)NCc2ccccc2)cc1,CCOC(=O)c1cnc2cc(C(F)(F)F)ccc2c1Cl,CCOC(=O)c1cnc2cc(C(F)(F)F)ccc2c1N(Cc1ccccc1)S(=O)(=O)c1ccc(OC)cc1,[H-].[Na+],CN(C)C=O.CN(C)C=O,0.88
train123,COc1ccc2c(c1)CCNC2=O,Fc1ccc(I)cc1,COc1ccc2c(c1)CCN(c1ccc(F)cc1)C2=O,O=C([O-])[O-].[Cu+].[I-].[K+].[K+],CN(C)C=O,0.91
train124,COc1ccc2c(c1)CCNC2=O,Fc1ccc(I)cc1,COc1ccc2c(c1)CCN(c1ccc(F)cc1)C2=O,O=C([O-])[O-].[I-].[K+].[K+].[Na+],CN(C)C=O,0.46
train125,COc1ccc2c(c1)CCNC2=O,Fc1cccc(I)c1,COc1ccc2c(c1)CCN(c1cccc(F)c1)C2=O,O=C([O-])[O-].[Cu+].[I-].[K+].[K+],CN(C)C=O,0.69
train126,COc1ccc2c(c1)CCNC2=O,Fc1cccc(I)c1,COc1ccc2c(c1)CCN(c1cccc(F)c1)C2=O,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.96
train127,C1CNCCN1,Clc1ccc(Br)c(Cl)c1,Clc1ccc(N2CCNCC2)c(Cl)c1,CC(C)(C)[O-].O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.65
train128,C[C@@H]1C(=O)N[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)[C@@H]21,Clc1cccc2sc(Br)nc12,C[C@@H]1C(=O)N(c2nc3c(Cl)cccc3s2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)[C@H]12,O=C([O-])[O-].[Cl-].[Cl-].[Cu+2].[K+].[K+],Cc1ccc(C)cc1,0.55
train129,CC(C)(C)OC(=O)N1CCNCC1,Fc1cc2c(Cl)ncnc2cn1,CC(C)(C)OC(=O)N1CCN(c2ncnc3cnc(F)cc23)CC1,CCN(CC)CC,C1CCOC1,0.58
train130,CC(C)(C)OC(=O)N1CCNCC1,Fc1cc2c(Cl)ncnc2cn1,CC(C)(C)OC(=O)N1CCN(c2ncnc3cnc(F)cc23)CC1,CCN(C(C)C)C(C)C,ClCCl,0.926
train131,C[C@@H]1C(=O)N[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)[C@@H]21,Fc1ccc2nc(Br)sc2c1,C[C@@H]1C(=O)N(c2nc3ccc(F)cc3s2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)[C@H]12,O=C([O-])[O-].[Cl-].[Cl-].[Cu+2].[K+].[K+],Cc1ccc(C)cc1,0.45
train132,C[C@@H]1C(=O)N[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)[C@@H]21,O=S(=O)(c1ccc2sc(Br)nc2c1)C(F)F,C[C@@H]1C(=O)N(c2nc3cc(S(=O)(=O)C(F)F)ccc3s2)[C@H]2CCN(C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)[C@H]12,O=C([O-])[O-].[Cl-].[Cl-].[Cu+2].[K+].[K+],Cc1ccc(C)cc1,0.275
train133,C1CCNCC1,Clc1ccc(Br)cn1,Clc1ccc(N2CCCCC2)cn1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.94
train134,C1CCNCC1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2Cl)nc1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2N2CCCCC2)nc1,CCN(CC)CC,ClCCCl,0.97
train135,C1CCNCC1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C(N)=O)c2Cl)nc1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C(N)=O)c2N2CCCCC2)nc1,CCN(CC)CC,ClCCCl,0.17
train136,C1COCCN1,Clc1ccc(Br)cn1,Clc1ccc(N2CCOCC2)cn1,CC(C)(C)[O-].[Na+],Cc1ccccc1,1
train137,C1COCCN1,Clc1ccc(Br)cn1,Clc1ccc(N2CCOCC2)cn1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.99
train138,C1COCCN1,Fc1cccnc1Cl,Fc1cccnc1N1CCOCC1,CC(=O)[O-].CC(=O)[O-].CC(C)(C)[O-].[Na+].[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,C1CCOC1,0.45
train139,C1COCCN1,Cn1c2ccnc(Cl)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,Cn1c2ccnc(N3CCOCC3)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,CCN(CC)CC,CCCCO,0.62
train140,CN1CCNCC1,Clc1ccc(Br)cn1,CN1CCN(c2ccc(Cl)nc2)CC1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.87
train141,CCN1CCNCC1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C=O)c2Cl)nc1,CCN1CCN(c2c(C=O)c(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cn2)CC1,CCN(CC)CC,ClCCl,0.95
train142,C1CCC2CNCCC2C1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2Cl)nc1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2N2CCC3CCCCC3C2)nc1,CCN(CC)CC,ClCCCl,0.6
train143,O=C1CCCN1,Brc1ccc(I)cc1,O=C1CCCN1c1ccc(Br)cc1,NCC(=O)O.O=P([O-])([O-])[O-].[Cu+].[I-].[K+].[K+].[K+],C1COCCO1,0.93
train144,O=C1NCCO1,Brc1ccc(I)cc1,O=C1OCCN1c1ccc(Br)cc1,NC1(N)CCCCC1.O=P([O-])([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[K+],C1COCCO1,0.88
train145,c1ccc2[nH]ccc2c1,Fc1cccc(I)c1,Fc1cccc(-n2ccc3ccccc32)c1,O=C(O)[C@@H]1CCCN1.O=C([O-])[O-].[Cu+].[I-].[K+].[K+],CS(C)=O,0.88
train146,O=C1COCCN1,Nc1ccc(I)cc1F,Nc1ccc(N2CCOCC2=O)cc1F,CNCCNC.O=P([O-])([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[K+],Cc1ccccc1,0.94
train147,O=C1COCCN1,Nc1ccc(I)cc1F,Nc1ccc(N2CCOCC2=O)cc1F,CNCCNC.O=C([O-])[O-].[K+].[K+],Cc1ccccc1,0.33
train148,O=C1COCCN1,Nc1ccc(I)cc1F,Nc1ccc(N2CCOCC2=O)cc1F,CNCCNC.O=P([O-])([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[K+],C1COCCO1,0.74
train149,CC1CCNCC1,Clc1ccc(Br)cn1,CC1CCN(c2ccc(Cl)nc2)CC1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.95
train150,CC(C)(C)OC(=O)N1CCNCC1,Clc1cc(Br)ccn1,CC(C)(C)OC(=O)N1CCN(c2ccnc(Cl)c2)CC1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.91
train151,CC(C)(C)OC(=O)N1CCNCC1,Clc1cc(Br)ccn1,CC(C)(C)OC(=O)N1CCN(c2ccnc(Cl)c2)CC1,CC(C)(C)[O-].[Na+],Cc1ccccc1,1
train152,CC(C)(C)OC(=O)N1CCNCC1,Clc1cc(Br)ccn1,CC(C)(C)OC(=O)N1CCN(c2ccnc(Cl)c2)CC1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd],Cc1ccccc1,0.7
train153,c1ccc(N2CCNCC2)cc1,Clc1ccc(Br)cn1,Clc1ccc(N2CCN(c3ccccc3)CC2)cn1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.93
train154,c1ccc(CN2CCNCC2)cc1,Clc1ccc(Br)cn1,Clc1ccc(N2CCN(Cc3ccccc3)CC2)cn1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.97
train155,CNc1ccccc1,Clc1ccc(Br)cn1,CN(c1ccccc1)c1ccc(Cl)nc1.Cl,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.99
train156,CC(C)(C)OC(=O)N1CCNCC1,Clc1ncccc1Br,CC(C)(C)OC(=O)N1CCN(c2cccnc2Cl)CC1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd],Cc1ccccc1,0.84
train157,c1cc[nH]c1,Brc1ccc(I)cc1,Brc1ccc(-n2cccc2)cc1,CC(=O)[O-].CC(=O)[O-].O.O=C([O-])[O-].[Cs+].[Cs+].[Cu+2],CN(C)C=O,0.83
train158,c1cc[nH]c1,Brc1ccc(I)cc1,Brc1ccc(-n2cccc2)cc1,O=C([O-])[O-].Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12.[Cl-].[Cl-].[Cl-].[Cs+].[Cs+].[Cu+2].[Fe+3].[O-2],CN(C)C=O,0.84
train159,CC(C)(C)OC(=O)N1CCNCC1,Clc1cc(Br)cnc1Cl,CC(C)(C)OC(=O)N1CCN(c2cnc(Cl)c(Cl)c2)CC1,CC(C)(C)[O-].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.[Na+],Cc1ccccc1,0.87
train160,c1ccc(N2CCNCC2)cc1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C=O)c2Cl)nc1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C=O)c2N2CCN(c3ccccc3)CC2)nc1,CCN(CC)CC,ClCCl,0.93
train161,CNC1CCCCC1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2Cl)nc1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2NCC2CCCCC2)nc1,CCN(CC)CC,ClCCCl,0.67
train162,CNC(C)C,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2Cl)nc1,CC(C)N(C)c1c(C#N)c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cn1,CCN(CC)CC,ClCCCl,0.46
train163,CCNC1CCCCC1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2Cl)nc1,CCN(c1c(C#N)c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cn1)C1CCCCC1,CCN(CC)CC,ClCCCl,0.6
train164,CNC,Cn1c2ccnc(Cl)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,CN(C)c1nccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2C,CCN(CC)CC,CCCCO,0.74
train165,CNCc1ccccc1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C=O)c2Cl)nc1,CN(Cc1ccccc1)c1c(C=O)c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cn1,CCN(CC)CC,ClCCCl,0.92
train166,COCCNC(C)C,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C#N)c2Cl)nc1,COCCN(c1c(C#N)c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cn1)C(C)C,CCN(CC)CC,ClCCCl,0.24
train167,CC1CCCCN1,COC(=O)c1c(C(F)(F)F)nn(-c2ccc(S(C)(=O)=O)cn2)c1Cl,COC(=O)c1c(C(F)(F)F)nn(-c2ccc(S(C)(=O)=O)cn2)c1N1CCCCC1C,CCN(CC)CC,ClCCCl,0.44
train168,C[C@@H]1CNC[C@H](C)O1,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(C(N)=O)c2Cl)nc1,C[C@@H]1CN(c2c(C(N)=O)c(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cn2)C[C@H](C)O1,CCN(CC)CC,ClCCCl,0.5
train169,c1cn[nH]c1,FC(F)(F)c1ccc(Br)cc1,FC(F)(F)c1ccc(-n2cccn2)cc1,O=C([O-])[O-].ON=Cc1ccccc1O.[Cs+].[Cs+],CC#N,0.96
train170,c1cn[nH]c1,FC(F)(F)c1ccc(Br)cc1,FC(F)(F)c1ccc(-n2cccn2)cc1,O=C([O-])[O-].[Cs+].[Cs+].[Cu+2].[I-].[I-].[O-][n+]1ccccc1O,CN(C)C=O,0.84
train171,CNCCCC(=O)OC(C)(C)C,O=Cc1cc(Br)ccc1F,CN(CCCC(=O)OC(C)(C)C)c1ccc(Br)cc1C=O,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.9
train172,CNCCCC(=O)OC(C)(C)C,O=Cc1cc(Br)ccc1F,CN(CCCC(=O)OC(C)(C)C)c1ccc(Br)cc1C=O,O=C([O-])[O-].[K+].[K+],CN(C)C=O.O,0.9
train173,C1CNC1,Cc1cc(Cl)nc(NC(=N)Nc2cccc(C(F)(F)F)c2)n1,Cc1cc(N2CCC2)nc(NC(=N)Nc2cccc(C(F)(F)F)c2)n1,O=C([O-])[O-].[K+].[K+],CCO,0.11
train174,C1CCNC1,Cc1cc(Cl)nc(NC(=N)Nc2cccc(C(F)(F)F)c2)n1,Cc1cc(N2CCCC2)nc(NC(=N)Nc2cccc(C(F)(F)F)c2)n1,O=C([O-])[O-].[K+].[K+],CCO,0.64
train175,C1CSCN1,Cc1cc(Cl)nc(NC(=N)Nc2cccc(C(F)(F)F)c2)n1,Cc1cc(N2CCSC2)nc(NC(=N)Nc2cccc(C(F)(F)F)c2)n1,O=C([O-])[O-].[K+].[K+],C1COCCO1,0.9
train176,C1=CCNCC1,Cc1cc(Cl)nc(NC(=N)Nc2cccc(C(F)(F)F)c2)n1,Cc1cc(N2CC=CCC2)nc(NC(=N)Nc2cccc(C(F)(F)F)c2)n1,O=C([O-])[O-].[K+].[K+],CCO,0.77
train177,O=C1CCCN1,Cc1cc(I)ccc1Br,Cc1cc(N2CCCC2=O)ccc1Br,O=C([O-])[O-].[Cs+].[Cs+].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.84
train178,c1cc[nH]c1,Fc1ccc(I)cc1,Fc1ccc(-n2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+].[Cu+2].[I-].[I-],CN(C)C=O,0.882
train179,c1cc[nH]c1,Fc1ccc(I)cc1,Fc1ccc(-n2cccc2)cc1,CC(=O)[O-].CC(=O)[O-].O.O=C([O-])[O-].[Cs+].[Cs+].[Cu+2],CN(C)C=O,0.83
train180,c1ccc(N2CCNCC2)cc1,Cc1cc(Cl)nc(NC(=N)Nc2ccc(C(F)(F)F)cc2)n1,Cc1cc(N2CCN(c3ccccc3)CC2)nc(NC(=N)Nc2ccc(C(F)(F)F)cc2)n1,O=C([O-])[O-].[K+].[K+],CCO,0.73
train181,CCCNCCCC(=O)OC(C)(C)C,O=Cc1cc(Br)ccc1F,CCCN(CCCC(=O)OC(C)(C)C)c1ccc(Br)cc1C=O,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.52
train182,c1cnc2[nH]cc(CN3CCNCC3)c2c1,[O-][n+]1c(Cl)cccc1CF,[O-][n+]1c(CF)cccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,CCN(CC)CC,CC(C)O.CN(C)C=O,0.14
train183,CC(C)(C)OC(=O)N1CCNCC1,N#Cc1cc(Br)ccc1F,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2C#N)CC1,CCN(CC)CC,CS(C)=O,0.8
train184,CC(C)(C)OC(=O)N1CCNCC1,N#Cc1cc(Br)ccc1F,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2C#N)CC1,O=C([O-])[O-].[Cs+].[Cs+],CS(C)=O,0.44
train185,C1COCCN1,COC(=O)c1cc(Br)c(F)cc1OC,COC(=O)c1cc(N2CCOCC2)c(F)cc1OC,CC(=O)[O-].CC(=O)[O-].O=C([O-])[O-].[Cs+].[Cs+].[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.47
train186,C[C@@H]1CNCCN1,FC(F)(F)c1cccnc1Cl,C[C@@H]1CN(c2ncccc2C(F)(F)F)CCN1,O=C([O-])[O-].[Cu].[K+].[K+],CN(C)C=O,0.86
train187,CNc1ccccc1,FC(F)(F)c1ccc(Cl)cc1,CN(c1ccccc1)c1ccc(C(F)(F)F)cc1,CC(C)(C)[O-].COc1ccc(-c2ccccc2-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd],CC(C)(C)O,0.98
train188,C1CNCCN1,FC(F)(F)c1ccnc(Cl)c1,FC(F)(F)c1ccnc(N2CCNCC2)c1,CC(C)(C)[O-].CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd],C1COCCO1,0.85
train189,c1cn[nH]c1,FC(F)(F)c1cccc(I)c1,FC(F)(F)c1cccc(-n2cccn2)c1,N[C@@H]1CCCC[C@H]1N.[Cu+2].[F-].[F-].[I-].[I-].[K+].[Mn+2].[OH-],O,0.8
train190,c1cn[nH]c1,FC(F)(F)c1cccc(I)c1,FC(F)(F)c1cccc(-n2cccn2)c1,O=C([O-])[O-].[Cs+].[Cs+].[Cu+].[Cu+].[O-2],CN(C)C=O,0.66
train191,c1cn[nH]c1,FC(F)(F)c1cccc(I)c1,FC(F)(F)c1cccc(-n2cccn2)c1,N[C@H]1CCCC[C@@H]1N.O.O.O.O.O.O=P([O-])([O-])[O-].[Cl-].[Cl-].[K+].[K+].[K+].[Mn+2],O,0.74
train192,c1cn[nH]c1,FC(F)(F)c1cccc(I)c1,FC(F)(F)c1cccc(-n2cccn2)c1,O=C([O-])[O-].O=P(c1ccccc1)(c1ccccc1)c1ccccc1C=NO.[Cs+].[Cs+].[Cu+].[Cu+].[O-2],CC#N,0.81
train193,O=c1c2c([nH]c3ccccc13)C(c1ccc3c(c1)OCO3)NC2,Clc1ncc(Br)cn1,O=c1c2c([nH]c3ccccc13)C(c1ccc3c(c1)OCO3)N(c1ncc(Br)cn1)C2,CCN(C(C)C)C(C)C.[F-].[K+],CN(C)C=O.CN(C)C=O,0.4
train194,c1ccc2c3c([nH]c2c1)C(c1ccc2c(c1)CCO2)NCC3,Clc1ncc(Br)cn1,Brc1cnc(N2CCc3c([nH]c4ccccc34)C2c2ccc3c(c2)CCO3)nc1,CCN(C(C)C)C(C)C.[F-].[K+],CN(C)C=O,0.24
train195,CC(C)(C)OC(=O)N1CCNCC1,O=Cc1cc(Br)ccc1F,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2C=O)CC1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.39
train196,CC(C)(C)OC(=O)N1CCNCC1,O=Cc1cc(Br)ccc1F,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2C=O)CC1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.35
train197,C1COCCN1,Clc1ncccc1Br,Brc1cccnc1N1CCOCC1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.81
train198,C1CNCCN1,COCCOc1ccc(Br)c(F)c1,COCCOc1ccc(N2CCNCC2)c(F)c1,CC(C)(C)[O-].O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.7
